6993.014723	4.23e-28	0.0759	0.61
6993.121373	2.991e-29	0.0854	0.61
6993.233071	2.284e-29	0.0731	0.39
6993.25383	8.068e-25	0.0799	0.67
6993.261389	1.105e-28	0.0213	0.24
6993.261731	3.685e-29	0.0213	0.24
6993.2632	6.777e-22	0.084	0.69
6993.264342	1.309e-28	0.0413	0.39
6993.271102	1.277e-27	0.0512	0.51
6993.311359	3.567e-25	0.0345	0.57
6993.323965	1.07e-24	0.0408	0.57
6993.411294	2.006e-28	0.0603	0.56
6993.426	1.475e-28	0.1023	0.67
6993.65098	7.907e-24	0.0757	0.57
6993.691188	1.28e-29	0.0477	0.61
6993.952818	8.718e-29	0.0852	0.62
6994.063554	1.791e-28	0.066	0.48
6994.126977	8.106e-27	0.0618	0.36
6994.142922	1.096e-28	0.0663	0.61
6994.243073	1.851e-27	0.0298	0.57
6994.243839	5.552e-27	0.0328	0.57
6994.261841	9.25e-29	0.0921	0.62
6994.280775	6.662e-28	0.0681	0.57
6994.334212	1.435e-28	0.0988	0.69
6994.382499	4.52e-28	0.0477	0.48
6994.727789	4.154e-29	0.095	0.69
6994.761691	4.471e-27	0.0659	0.48
6994.90377	1.38e-22	0.0722	0.57
6994.940628	3.734e-25	0.0486	0.57
6994.96065	2.982e-29	0.0695	0.51
6995.041049	1.919e-28	0.0775	0.51
6995.123973	2.123e-26	0.0832	0.67
6995.16777	5.77e-29	0.097	0.71
6995.188818	7.328e-26	0.0402	0.48
6995.231018	8.022e-29	0.0489	0.36
6995.24582	9.884e-26	0.0859	0.71
6995.393269	5.327e-27	0.0251	0.61
6995.393674	1.598e-26	0.0303	0.61
6995.490804	4.87e-27	0.0307	0.39
6995.51454	2.38e-25	0.0694	0.56
6995.521055	4.198e-29	0.0075	0.24
6995.521072	1.26e-28	0.0079	0.24
6995.554563	1.956e-26	0.0598	0.24
6995.656253	3.096e-26	0.0467	0.39
6995.681477	1.319e-28	0.0995	0.71
6995.69098	8.068e-25	0.0807	0.62
6995.697489	1.377e-28	0.0609	0.36
6995.7851	7.907e-24	0.0733	0.62
6995.824964	5.511e-26	0.0835	0.62
6995.88072	1.009e-25	0.0964	0.71
6995.890061	9.938e-27	0.0145	0.39
6995.934222	6.813e-29	0.0542	0.38
6995.93845	8.674e-24	0.08	0.62
6995.965027	1.933e-27	0.0133	0.36
6996.06815	1.372e-25	0.0731	0.61
6996.07427	6.62e-27	0.0458	0.24
6996.152476	2.621e-27	0.0465	0.51
6996.158913	2.042e-29	0.0955	0.89
6996.375363	5.433e-27	0.0636	0.56
6996.388781	5.631e-26	0.071	0.61
6996.421509	1.442e-29	0.0402	0.39
6996.462321	1.438e-29	0.0936	0.69
6996.575419	1.088e-26	0.097	0.69
6996.594086	1.295e-28	0.0879	0.62
6996.606572	3.59e-28	0.0815	0.66
6996.86147	1.533e-25	0.0418	0.48
6996.992042	5.051e-29	0.0777	0.61
6997.097108	7.404e-28	0.0561	0.56
6997.226175	2.096e-28	0.0454	0.39
6997.380106	2.128e-28	0.077	0.57
6997.491221	3.136e-26	0.0504	0.56
6997.51262	4.841e-23	0.0446	0.12
6997.52147	9.328e-27	0.0244	0.39
6997.546794	5.759e-27	0.0877	0.67
6997.549279	2.137e-27	0.0499	0.39
6997.571288	1.83e-28	0.0626	0.36
6997.645879	2.081e-27	0.0326	0.39
6997.65431	6.253e-23	0.0401	0.51
6997.662771	6.242e-27	0.0325	0.39
6997.685225	5.569e-28	0.0354	0.24
6997.79049	1.581e-22	0.0422	0.56
6997.802037	5.043e-26	0.0666	0.61
6997.88814	1.808e-24	0.0764	0.51
6997.888922	4.154e-25	0.0807	0.51
6997.925709	1.188e-28	0.054	0.48
6997.99377	1.723e-22	0.0455	0.51
6998.066477	1.826e-25	0.0352	0.51
6998.10888	3.467e-29	0.0891	0.71
6998.17001	1.747e-22	0.028	0.48
6998.193816	1.206e-26	0.0648	0.7
6998.19624	3.147e-23	0.0607	0.57
6998.23933	5.93e-23	0.024	0.48
6998.263599	1.154e-27	0.0657	0.52
6998.28107	8.472e-25	0.03	0.39
6998.298698	1.438e-27	0.0737	0.61
6998.35785	1.412e-25	0.0655	0.67
6998.454787	1.994e-26	0.0474	0.48
6998.47227	3.546e-26	0.0668	0.67
6998.619488	1.552e-28	0.0464	0.39
6998.662867	4.677e-29	0.0385	0.48
6998.675069	1.267e-29	0.023	0.48
6998.704483	2.626e-28	0.0737	0.62
6998.771216	4.522e-28	0.0087	0.41
6998.773361	1.51e-28	0.0087	0.41
6998.80973	9.763e-23	0.058	0.57
6998.830111	1.109e-27	0.0364	0.51
6998.892655	1.038e-27	0.0729	0.36
6998.99018	8.795e-24	0.058	0.56
6999.057578	4.486e-26	0.076	0.51
6999.079152	1.593e-28	0.0509	0.56
6999.082205	4.27e-26	0.061	0.24
6999.13502	6.455e-25	0.0494	0.61
6999.408096	1.784e-26	0.0281	0.39
6999.428426	4.578e-29	0.0828	0.69
6999.517862	9.302e-26	0.046	0.56
6999.5674	4.165e-28	0.0511	0.57
6999.59049	1.105e-22	0.0868	0.69
6999.61817	9.399e-26	0.0408	0.39
6999.634738	3.28e-29	0.0223	0.36
6999.684576	1.393e-28	0.0503	0.57
6999.7082	1.09e-29	0.0158	0.36
6999.75931	2.178e-24	0.0538	0.62
6999.976153	9.25e-29	0.0302	0.39
6999.97685	6.979e-23	0.0598	0.56
7000.013378	6.987e-28	0.0822	0.57
7000.047855	3.55e-29	0.0301	0.51
7000.049129	1.184e-29	0.0281	0.51
7000.09392	4.724e-28	0.1008	0.69
7000.126457	5.326e-29	0.0408	0.61
7000.181175	4.802e-29	0.027	0.38
7000.241602	2.719e-28	0.0624	0.51
7000.306946	6.141e-27	0.0608	0.57
7000.314574	9.38e-29	0.0835	0.62
7000.570992	5.198e-28	0.0206	0.39
7000.571011	1.732e-28	0.0206	0.39
7000.64216	2.788e-22	0.0753	0.56
7000.671907	5.156e-29	0.0852	0.64
7000.736994	1.497e-27	0.044	0.48
7000.760533	3.179e-29	0.0279	0.39
7000.80263	6.576e-23	0.0776	0.65
7000.92807	2.501e-25	0.0311	0.39
7000.975038	1.662e-28	0.0874	0.62
7000.989405	6.231e-27	0.0447	0.56
7001.05863	3.106e-24	0.0818	0.61
7001.12499	1.477e-24	0.0534	0.51
7001.189147	5.445e-28	0.0168	0.36
7001.213213	6.6e-29	0.0735	0.62
7001.222439	9.201e-29	0.0891	0.69
7001.26204	4.68e-24	0.0699	0.61
7001.322702	1.439e-29	0.053	0.48
7001.4993	4.438e-24	0.0516	0.51
7001.57311	3.55e-23	0.0606	0.49
7001.608461	6.984e-27	0.0861	0.62
7001.619011	3.593e-27	0.0438	0.56
7001.6848	1.444e-23	0.072	0.61
7001.784723	9.108e-29	0.0855	0.62
7001.84455	1.452e-22	0.0871	0.67
7001.852265	3.348e-28	0.0271	0.36
7001.92442	1.957e-22	0.0604	0.61
7001.94882	5.608e-22	0.06	0.61
7002.22847	3.671e-25	0.0417	0.24
7002.230272	3.083e-25	0.083	0.61
7002.259267	5.269e-27	0.0809	0.67
7002.262966	2.158e-29	0.0406	0.24
7002.349951	1.069e-29	0.0826	0.62
7002.374159	5.272e-26	0.0796	0.57
7002.377403	1.241e-29	0.0634	0.57
7002.385108	5.508e-28	0.0279	0.48
7002.385123	1.653e-27	0.0335	0.48
7002.58889	6.777e-25	0.0401	0.51
7002.723115	3.667e-28	0.0334	0.51
7002.727051	8.414e-28	0.0674	0.62
7002.747407	1.207e-29	0.0274	0.24
7002.749785	1.526e-29	0.0839	0.55
7002.975052	8.423e-28	0.0305	0.36
7003.031327	2.392e-29	0.0881	0.75
7003.102342	1.861e-29	0.0289	0.39
7003.10452	2.34e-23	0.0782	0.57
7003.122188	6.581e-27	0.086	0.62
7003.270573	2.824e-28	0.0324	0.36
7003.345965	1.791e-29	0.0578	0.61
7003.440521	5.917e-27	0.0634	0.61
7003.46222	8.472e-25	0.0768	0.62
7003.509738	4.282e-29	0.0875	0.67
7003.515104	1.534e-29	0.0811	0.69
7003.7316	1.21e-22	0.094	0.69
7003.777262	1.173e-29	0.0893	0.82
7003.815433	1.963e-27	0.0582	0.24
7003.8395	2.905e-25	0.0563	0.39
7003.851637	1.476e-26	0.0629	0.62
7003.884594	1.359e-26	0.0427	0.39
7003.900086	5.402e-28	0.0564	0.39
7004.090098	1.005e-28	0.0074	0.41
7004.105205	6.086e-29	0.0477	0.48
7004.154501	2.531e-27	0.036	0.36
7004.22714	2.723e-22	0.0881	0.67
7004.238174	1.01e-28	0.0208	0.36
7004.259	3.349e-29	0.0075	0.41
7004.26785	2.606e-24	0.0523	0.54
7004.272984	3.753e-29	0.0741	0.57
7004.289904	4.449e-29	0.0949	0.75
7004.33532	1.93e-25	0.0718	0.61
7004.347037	1.081e-29	0.081	0.51
7004.4336	8.068e-25	0.0519	0.62
7004.464344	3.84e-29	0.1009	0.71
7004.524439	9.435e-27	0.0484	0.56
7004.594262	4.157e-28	0.0993	0.69
7004.627423	1.213e-28	0.0846	0.67
7004.657429	4.027e-29	0.0847	0.69
7004.75508	1.396e-23	0.1008	0.69
7004.776372	1.559e-26	0.0378	0.51
7004.799941	4.676e-26	0.0378	0.51
7004.85198	3.789e-28	0.0611	0.58
7004.963491	7.225e-26	0.0654	0.57
7004.96869	4.326e-27	0.064	0.24
7004.97368	9.924e-25	0.066	0.48
7005.142351	1.867e-26	0.0863	0.69
7005.197502	1.856e-29	0.015	0.51
7005.197503	5.568e-29	0.0162	0.51
7005.366401	5.675e-28	0.0109	0.36
7005.371451	3.186e-27	0.0676	0.67
7005.371962	1.391e-28	0.0395	0.51
7005.4478	1.307e-24	0.0344	0.48
7005.454513	3.372e-28	0.0643	0.48
7005.518682	1.863e-27	0.0644	0.48
7005.52502	1.136e-27	0.0658	0.67
7005.649691	6.091e-29	0.0899	0.56
7005.67059	3.542e-25	0.0452	0.51
7005.74847	3.772e-24	0.035	0.48
7006.00937	1.452e-24	0.0664	0.51
7006.079804	1.552e-26	0.0778	0.56
7006.096749	4.487e-24	0.0705	0.57
7006.1268	7.181e-22	0.081	0.67
7006.128176	1.019e-26	0.0471	0.61
7006.134185	1.295e-28	0.0936	0.69
7006.13501	8.795e-24	0.092	0.7
7006.165042	3.048e-26	0.0477	0.61
7006.199572	1.934e-28	0.0129	0.36
7006.36405	8.028e-24	0.0804	0.57
7006.619811	3.167e-29	0.0892	0.67
7006.76799	9.682e-26	0.0629	0.39
7006.917502	1.829e-27	0.0629	0.48
7006.923469	1.482e-27	0.0533	0.48
7007.026678	5.465e-28	0.0822	0.62
7007.03575	7.867e-23	0.0725	0.57
7007.06759	5.083e-24	0.0447	0.62
7007.164521	1.002e-27	0.0951	0.71
7007.201061	1.345e-27	0.0522	0.48
7007.254615	1.023e-26	0.0666	0.51
7007.2755	1.973e-29	0.0066	0.36
7007.281457	5.919e-29	0.0175	0.36
7007.306763	1.063e-29	0.0805	0.67
7007.31986	9.521e-25	0.0545	0.63
7007.37186	2.565e-29	0.0556	0.62
7007.385263	1.846e-29	0.0863	0.62
7007.393872	9.02e-28	0.0864	0.67
7007.39738	1.089e-25	0.0846	0.61
7007.438256	1.922e-27	0.0345	0.39
7007.48606	2.293e-26	0.0762	0.56
7007.594599	5.186e-29	0.0999	0.62
7007.60543	1.259e-25	0.0649	0.57
7007.612855	4.149e-29	0.0998	0.53
7007.729745	1.375e-26	0.0505	0.51
7007.779804	3.4e-26	0.0806	0.61
7007.842768	2.926e-29	0.028	0.56
7007.842864	8.777e-29	0.028	0.56
7007.87379	1.319e-28	0.0409	0.39
7007.97046	1.96e-26	0.0375	0.39
7008.048478	8.149e-26	0.0868	0.64
7008.07888	3.631e-25	0.058	0.57
7008.116921	5.588e-28	0.0501	0.24
7008.153644	1.667e-27	0.0423	0.51
7008.3154	1.553e-23	0.0505	0.56
7008.344167	2.105e-28	0.0107	0.41
7008.346357	6.319e-28	0.01	0.41
7008.380888	9.666e-29	0.069	0.67
7008.385919	5.908e-28	0.0169	0.38
7008.4002	8.31e-23	0.0933	0.67
7008.414069	5.331e-28	0.0421	0.51
7008.44079	3.832e-24	0.0896	0.67
7008.471594	3.221e-29	0.0665	0.67
7008.68391	2.905e-25	0.0493	0.5
7008.689026	1.231e-28	0.0469	0.48
7008.711392	8.317e-29	0.0267	0.48
7008.712037	2.771e-29	0.0267	0.48
7008.723423	2.05e-29	0.0065	0.41
7008.73749	1.622e-24	0.0518	0.65
7008.873531	8.795e-26	0.0905	0.67
7008.940499	2.119e-28	0.016	0.38
7008.98648	1.936e-25	0.0415	0.48
7009.023234	2.78e-27	0.021	0.24
7009.080676	4.775e-28	0.0209	0.48
7009.08068	1.432e-27	0.0209	0.48
7009.150264	1.538e-27	0.0691	0.51
7009.205619	1.344e-29	0.0275	0.51
7009.383159	9.983e-28	0.0657	0.57
7009.5072	8.714e-26	0.0644	0.59
7009.560854	6.3e-28	0.0308	0.56
7009.598867	1.9e-27	0.0322	0.56
7009.641	1.432e-25	0.0805	0.61
7009.652008	5.881e-28	0.0715	0.56
7009.683442	1.08e-27	0.051	0.51
7009.809079	1.848e-27	0.038	0.24
7010.054183	3.227e-26	0.0387	0.39
7010.108648	1.831e-28	0.0253	0.36
7010.2927	6.109e-29	0.0183	0.36
7010.296092	2.651e-26	0.0817	0.61
7010.307342	1.174e-29	0.0548	0.36
7010.325081	4.033e-28	0.0422	0.36
7010.327458	1.593e-27	0.0644	0.57
7010.381444	3.205e-29	0.0448	0.39
7010.54761	1.299e-22	0.0822	0.57
7010.570689	8.129e-26	0.0626	0.45
7010.795514	3.27e-29	0.0858	0.69
7010.953438	4.103e-29	0.0544	0.48
7011.114092	1.983e-26	0.0547	0.62
7011.138377	1.041e-25	0.0594	0.62
7011.19393	4.317e-25	0.0417	0.56
7011.233261	1.054e-28	0.0394	0.62
7011.23336	1.444e-25	0.0392	0.56
7011.236018	3.161e-28	0.0414	0.62
7011.26065	1.519e-28	0.0236	0.36
7011.40892	5.244e-26	0.0397	0.48
7011.5454	1.446e-28	0.0227	0.24
7011.5482	4.82e-29	0.0228	0.24
7011.580649	7.188e-28	0.0383	0.36
7011.738282	5.938e-27	0.0625	0.56
7011.763213	5.85e-26	0.0811	0.61
7011.78134	1.615e-29	0.082	0.67
7011.84261	2.36e-24	0.05	0.52
7011.881627	1.753e-29	0.0465	0.48
7011.891581	1.101e-29	0.0264	0.36
7011.892899	3.856e-26	0.0621	0.56
7011.99773	2.219e-25	0.0619	0.34
7012.071281	1.205e-25	0.0782	0.57
7012.1068	1.351e-23	0.06	0.61
7012.114889	2.055e-29	0.0762	0.6
7012.153909	2.605e-29	0.0969	0.71
7012.26158	1.917e-29	0.0394	0.39
7012.281855	7.253e-27	0.0469	0.39
7012.325894	8.638e-29	0.063	0.24
7012.32983	2.743e-25	0.041	0.51
7012.362027	2.502e-28	0.0098	0.41
7012.362513	7.502e-28	0.0091	0.41
7012.363606	1.101e-28	0.0504	0.48
7012.366069	5.823e-28	0.0949	0.71
7012.553422	4.828e-28	0.0728	0.51
7012.65819	2.197e-25	0.0805	0.61
7012.69459	2.106e-22	0.0671	0.57
7012.698904	4.681e-28	0.0698	0.48
7012.777079	1.172e-25	0.0717	0.61
7012.84136	4.72e-23	0.09	0.67
7013.02428	1e-25	0.0489	0.39
7013.107252	3.259e-29	0.09	0.68
7013.14817	1.13e-24	0.0404	0.51
7013.17217	1.174e-22	0.0766	0.69
7013.192798	1.278e-29	0.0735	0.62
7013.317939	4.095e-29	0.0353	0.38
7013.35467	3.957e-26	0.034	0.24
7013.380565	2.556e-28	0.0292	0.38
7013.392762	2.834e-28	0.0789	0.48
