6993.014723	4.23e-28	10.82	0.0759	3879.3359	39	45	45
6993.121373	2.991e-29	6.555	0.0854	4350.6992	45	39	39
6993.233071	2.284e-29	0.7653	0.0731	3843.4094	25	25	25
6993.25383	8.068e-25	0.01744	0.0799	742.073	11	11	11
6993.261389	1.105e-28	1.077	0.0213	3831.176	81	81	81
6993.261731	3.685e-29	1.077	0.0213	3831.176	27	27	27
6993.2632	6.777e-22	0.4542	0.084	212.1564	27	21	21
6993.264342	1.309e-28	0.04691	0.0413	3135.7642	75	69	69
6993.271102	1.277e-27	0.8383	0.0512	3224.5461	63	63	63
6993.311359	3.567e-25	0.3499	0.0345	1590.6906	15	17	17
6993.323965	1.07e-24	0.3499	0.0408	1590.6901	45	51	51
6993.411294	2.006e-28	0.07581	0.0603	2841.4304	17	19	19
6993.426	1.475e-28	3.731	0.1023	3680.4497	15	9	9
6993.65098	7.907e-24	0.07408	0.0757	885.6002	51	51	51
6993.691188	1.28e-29	0.0004495	0.0477	2552.8572	45	39	39
6993.952818	8.718e-29	7.698	0.0852	3873.7932	11	13	13
6994.063554	1.791e-28	0.9765	0.066	3659.9033	63	69	69
6994.126977	8.106e-27	0.4046	0.0618	2746.0225	81	87	87
6994.142922	1.096e-28	9.042	0.0663	3894.1675	13	15	15
6994.243073	1.851e-27	6.704	0.0298	3306.2944	17	17	17
6994.243839	5.552e-27	6.703	0.0328	3306.2954	51	51	51
6994.261841	9.25e-29	0.0005262	0.0921	1922.829	13	11	11
6994.280775	6.662e-28	1.456e-05	0.0681	1059.8353	51	45	45
6994.334212	1.435e-28	11.6	0.0988	3693.2937	5	3	3
6994.382499	4.52e-28	0.0001716	0.0477	1690.6636	63	69	69
6994.727789	4.154e-29	0.9783	0.095	3734.8933	21	15	15
6994.761691	4.471e-27	0.005488	0.0659	1724.7047	23	21	21
6994.90377	1.38e-22	1.466	0.0722	885.6002	45	51	51
6994.940628	3.734e-25	0.1354	0.0486	1411.6418	17	17	17
6994.96065	2.982e-29	4.912	0.0695	4135.0176	21	27	27
6995.041049	1.919e-28	0.0001684	0.0775	1616.4524	19	21	21
6995.123973	2.123e-26	1.788e-05	0.0832	300.3623	33	27	27
6995.16777	5.77e-29	1.056	0.097	3387.6804	5	7	7
6995.188818	7.328e-26	0.07789	0.0402	1695.0677	23	23	23
6995.231018	8.022e-29	0.001997	0.0489	2631.2671	93	93	93
6995.24582	9.884e-26	1.357	0.0859	1907.4502	5	7	7
6995.393269	5.327e-27	8.42	0.0251	3109.9114	15	15	15
6995.393674	1.598e-26	8.419	0.0303	3109.9111	45	45	45
6995.490804	4.87e-27	0.007011	0.0307	1774.6154	25	25	25
6995.51454	2.38e-25	0.003586	0.0694	1006.1157	57	51	51
6995.521055	4.198e-29	15.34	0.0075	4350.5869	27	27	27
6995.521072	1.26e-28	15.34	0.0079	4350.5869	81	81	81
6995.554563	1.956e-26	0.6684	0.0598	2426.1953	25	27	27
6995.656253	3.096e-26	1.215	0.0467	2437.5012	23	25	25
6995.681477	1.319e-28	0.0003981	0.0995	1664.9646	7	5	5
6995.69098	8.068e-25	0.003514	0.0807	446.6966	13	13	13
6995.697489	1.377e-28	0.09923	0.0609	3083.8645	29	31	31
6995.7851	7.907e-24	0.03444	0.0733	446.6966	13	13	13
6995.824964	5.511e-26	7.994e-05	0.0835	446.5107	39	33	33
6995.88072	1.009e-25	0.4622	0.0964	1907.6158	15	21	21
6995.890061	9.938e-27	0.01293	0.0145	1962.5062	69	75	75
6995.934222	6.813e-29	1.145	0.0542	3758.3955	33	33	33
6995.93845	8.674e-24	0.1079	0.08	888.5986	39	39	39
6995.965027	1.933e-27	2.067	0.0133	3391.127	87	81	81
6996.06815	1.372e-25	6.111	0.0731	2572.1394	39	45	45
6996.07427	6.62e-27	0.3477	0.0458	2756.4143	81	81	81
6996.152476	2.621e-27	0.8236	0.0465	3072.7258	63	63	63
6996.158913	2.042e-29	1.948	0.0955	3796.5396	7	7	7
6996.375363	5.433e-27	0.5481	0.0636	2818.3977	57	57	57
6996.388781	5.631e-26	0.7005	0.071	2309.73	39	45	45
6996.421509	1.442e-29	0.1133	0.0402	3770.8779	75	75	75
6996.462321	1.438e-29	0.5273	0.0936	3877.5747	27	27	27
6996.575419	1.088e-26	0.01179	0.097	1731.8967	27	21	21
6996.594086	1.295e-28	0.002931	0.0879	2398.3816	33	39	39
6996.606572	3.59e-28	0.09729	0.0815	2998.7661	51	57	57
6996.86147	1.533e-25	0.07817	0.0418	1525.135	21	23	23
6996.992042	5.051e-29	0.005777	0.0777	2569.5078	15	15	15
6997.097108	7.404e-28	0.4996	0.0561	2983.3228	19	19	19
6997.226175	2.096e-28	0.0006006	0.0454	2124.95	69	75	75
6997.380106	2.128e-28	1.671	0.077	3601.8584	33	39	39
6997.491221	3.136e-26	1.927	0.0504	2490.354	19	17	17
6997.51262	4.841e-23	1.612	0.0446	920.2098	17	19	19
6997.52147	9.328e-27	0.004684	0.0244	1557.8436	25	25	25
6997.546794	5.759e-27	0.1917	0.0877	2251.6953	11	11	11
6997.549279	2.137e-27	0.006181	0.0499	2144.0459	75	69	69
6997.571288	1.83e-28	0.1437	0.0626	3101.4397	29	29	29
6997.645879	2.081e-27	0.5084	0.0326	2813.5273	23	25	25
6997.65431	6.253e-23	11.41	0.0401	1293.0173	19	21	21
6997.662771	6.242e-27	0.5082	0.0325	2813.5115	69	75	75
6997.685225	5.569e-28	0.008012	0.0354	2248.0632	25	27	27
6997.79049	1.581e-22	1.754	0.0422	920.168	51	57	57
6997.802037	5.043e-26	6.657	0.0666	2569.5078	13	15	15
6997.88814	1.808e-24	1.589	0.0764	1616.4524	19	21	21
6997.888922	4.154e-25	0.365	0.0807	1616.4524	19	21	21
6997.925709	1.188e-28	0.8408	0.054	3487.3982	21	23	23
6997.99377	1.723e-22	10.51	0.0455	1293.6337	57	63	63
6998.066477	1.826e-25	0.01072	0.0352	1080.3853	21	19	19
6998.10888	3.467e-29	1.536	0.0891	3864.7629	21	21	21
6998.17001	1.747e-22	11.34	0.028	1327.1096	63	69	69
6998.193816	1.206e-26	0.5449	0.0648	2630.1924	51	51	51
6998.19624	3.147e-23	6.072	0.0607	1255.9115	15	17	17
6998.23933	5.93e-23	11.55	0.024	1327.1165	21	23	23
6998.263599	1.154e-27	0.132	0.0657	2569.5078	15	15	15
6998.28107	8.472e-25	1.014	0.03	1962.5062	75	75	75
6998.298698	1.438e-27	0.05555	0.0737	2572.1394	45	45	45
6998.35785	1.412e-25	0.8654	0.0655	2129.5991	33	27	27
6998.454787	1.994e-26	0.02323	0.0474	1695.0677	21	23	23
6998.47227	3.546e-26	0.6521	0.0668	2129.6184	11	9	9
6998.619488	1.552e-28	0.0004092	0.0464	2124.95	75	75	75
6998.662867	4.677e-29	0.0549	0.0385	3136.4116	23	23	23
6998.675069	1.267e-29	13.86	0.023	4769.231	69	69	69
6998.704483	2.626e-28	7.414	0.0737	3864.9656	33	39	39
6998.771216	4.522e-28	0.01153	0.0087	2660.9441	105	99	99
6998.773361	1.51e-28	0.01155	0.0087	2660.9448	35	33	33
6998.80973	9.763e-23	6.258	0.058	1255.1666	45	51	51
6998.830111	1.109e-27	0.05841	0.0364	2705.1392	63	63	63
6998.892655	1.038e-27	0.4595	0.0729	2983.3953	29	29	29
6998.99018	8.795e-24	0.2929	0.058	920.2098	17	19	19
6999.057578	4.486e-26	0.03567	0.076	1616.4524	21	21	21
6999.079152	1.593e-28	0.001554	0.0509	2337.6665	57	51	51
6999.082205	4.27e-26	0.7607	0.061	2533.7917	81	81	81
6999.13502	6.455e-25	0.1027	0.0494	1216.1897	15	15	15
6999.408096	1.784e-26	0.008577	0.0281	1774.7502	75	75	75
6999.428426	4.578e-29	1.8	0.0828	3967.4883	39	45	45
6999.517862	9.302e-26	1.952	0.046	2495.1658	57	51	51
6999.5674	4.165e-28	9.993	0.0511	3895.2527	45	51	51
6999.59049	1.105e-22	0.07419	0.0868	212.1564	27	21	21
6999.61817	9.399e-26	1.209	0.0408	2433.7991	69	75	75
6999.634738	3.28e-29	2.511	0.0223	4283.3071	93	93	93
6999.684576	1.393e-28	10.0	0.0503	3894.7986	15	17	17
6999.7082	1.09e-29	2.503	0.0158	4283.231	31	31	31
6999.75931	2.178e-24	0.1155	0.0538	1216.1945	45	45	45
6999.976153	9.25e-29	0.00486	0.0302	2740.4204	75	69	69
6999.97685	6.979e-23	9.803	0.0598	1216.2311	17	19	19
7000.013378	6.987e-28	9.812e-05	0.0822	1216.1897	17	15	15
7000.047855	3.55e-29	3.266	0.0301	4240.9414	63	63	63
7000.049129	1.184e-29	3.267	0.0281	4240.9414	21	21	21
7000.09392	4.724e-28	11.98	0.1008	3680.4497	15	9	9
7000.126457	5.326e-29	0.00452	0.0408	2733.9626	45	39	39
7000.181175	4.802e-29	0.0608	0.027	3439.3054	93	99	99
7000.241602	2.719e-28	0.1789	0.0624	3224.5461	63	63	63
7000.306946	6.141e-27	0.534	0.0608	2764.6973	51	51	51
7000.314574	9.38e-29	0.000337	0.0835	2053.9685	39	33	33
7000.570992	5.198e-28	1.164	0.0206	3512.4038	75	75	75
7000.571011	1.732e-28	1.164	0.0206	3512.4038	25	25	25
7000.64216	2.788e-22	12.18	0.0753	1201.921	51	57	57
7000.671907	5.156e-29	0.486	0.0852	3597.8662	27	27	27
7000.736994	1.497e-27	0.00383	0.044	1875.4613	23	21	21
7000.760533	3.179e-29	0.005012	0.0279	2740.4204	25	23	23
7000.80263	6.576e-23	4.259	0.0776	1282.9188	51	57	57
7000.92807	2.501e-25	0.8888	0.0311	1960.2061	25	25	25
7000.975038	1.662e-28	9.532	0.0874	3784.6772	11	13	13
7000.989405	6.231e-27	0.002026	0.0447	1411.6418	19	17	17
7001.05863	3.106e-24	0.2311	0.0818	1059.6466	15	15	15
7001.12499	1.477e-24	0.6441	0.0534	1718.7185	63	63	63
7001.189147	5.445e-28	1.749	0.0168	3391.1277	29	27	27
7001.213213	6.6e-29	1.544	0.0735	3600.0522	11	13	13
7001.222439	9.201e-29	10.86	0.0891	4066.1221	21	27	27
7001.26204	4.68e-24	0.03491	0.0699	586.4792	15	15	15
7001.322702	1.439e-29	0.01157	0.053	3058.3977	23	21	21
7001.4993	4.438e-24	0.5145	0.0516	1446.1279	63	63	63
7001.57311	3.55e-23	1.119	0.0606	882.8903	15	17	17
7001.608461	6.984e-27	0.1339	0.0861	2398.3816	39	39	39
7001.619011	3.593e-27	0.5852	0.0438	2690.5938	19	19	19
7001.6848	1.444e-23	0.1918	0.072	931.237	45	45	45
7001.784723	9.108e-29	0.0008497	0.0855	2024.1523	13	11	11
7001.84455	1.452e-22	1.209	0.0871	503.9681	9	11	11
7001.852265	3.348e-28	0.002368	0.0271	2358.2996	87	93	93
7001.92442	1.957e-22	0.7401	0.0604	446.6966	15	13	13
7001.94882	5.608e-22	0.7088	0.06	447.2523	45	39	39
7002.22847	3.671e-25	3.669	0.0417	2414.7219	81	81	81
7002.230272	3.083e-25	8.087	0.083	2462.8752	39	45	45
7002.259267	5.269e-27	0.101	0.0809	2398.3816	39	39	39
7002.262966	2.158e-29	0.000565	0.0406	2612.7991	81	75	75
7002.349951	1.069e-29	0.3666	0.0826	3713.0823	13	13	13
7002.374159	5.272e-26	0.002702	0.0796	982.9116	15	17	17
7002.377403	1.241e-29	3.25	0.0634	4186.5688	17	15	15
7002.385108	5.508e-28	0.1034	0.0279	2740.4204	21	23	23
